,name,currency_code,local_price,dollar_ex,date
2028,China,CNY,25.0,7.14355,2023-07-01
2029,Colombia,COP,18900.0,3882.915,2023-07-01
2030,Costa Rica,CRC,2950.0,544.875,2023-07-01
2031,Czech Republic,CZK,105.0,21.6516,2023-07-01
2032,Germany,EUR,5.34,0.90699,2023-07-01
2033,Denmark,DKK,38.2,6.7593,2023-07-01
2034,Egypt,EGP,81.0,30.925,2023-07-01
2035,Spain,EUR,5.2,0.90699,2023-07-01
2036,Estonia,EUR,4.45,0.90699,2023-07-01
2037,Euro area,EUR,5.28,0.90699,2023-07-01
2038,Finland,EUR,5.95,0.90699,2023-07-01
2039,France,EUR,5.3,0.90699,2023-07-01
2040,Britain,GBP,4.19,0.77721,2023-07-01
2041,Greece,EUR,4.7,0.90699,2023-07-01
2042,Guatemala,GTQ,29.0,7.8689,2023-07-01
2043,Hong Kong,HKD,23.0,7.7987,2023-07-01
2044,Honduras,HNL,102.0,24.62,2023-07-01
2045,Croatia,EUR,4.09,0.90699,2023-07-01
2046,Hungary,HUF,1400.0,351.0725,2023-07-01
2047,Indonesia,IDR,38000.0,15080.0,2023-07-01
2048,India,INR,209.0,82.2488,2023-07-01
2049,Ireland,EUR,5.1,0.90699,2023-07-01
2050,Israel,ILS,17.0,3.66365,2023-07-01
2051,Italy,EUR,5.8,0.90699,2023-07-01
2052,Jordan,JOD,2.5,0.70895,2023-07-01
2053,Japan,JPY,450.0,142.08,2023-07-01
2054,South Korea,KRW,5200.0,1274.65,2023-07-01
2055,Kuwait,KWD,1.4,0.3071,2023-07-01
2056,Lebanon,LBP,430000.0,85500.0,2023-07-01
2057,Sri Lanka,LKR,1820.0,327.5,2023-07-01
2058,Lithuania,EUR,3.85,0.90699,2023-07-01
2059,Latvia,EUR,3.7,0.90699,2023-07-01
2060,Moldova,MDL,63.0,17.665,2023-07-01
2061,Mexico,MXN,89.0,16.7025,2023-07-01
2062,Malaysia,MYR,13.15,4.509,2023-07-01
2063,Nicaragua,NIO,159.0,36.55,2023-07-01
2064,Netherlands,EUR,5.33,0.90699,2023-07-01
2065,Norway,NOK,70.0,10.1165,2023-07-01
2066,New Zealand,NZD,8.1,1.60681288663935,2023-07-01
2067,Oman,OMR,1.42,0.38505,2023-07-01
2068,Pakistan,PKR,985.0,286.25,2023-07-01
2069,Peru,PEN,14.9,3.60375,2023-07-01
2070,Philippines,PHP,155.0,54.925,2023-07-01
2071,Poland,PLN,19.9,3.9946,2023-07-01
2072,Portugal,EUR,4.9,0.90699,2023-07-01
2073,Qatar,QAR,14.0,3.64,2023-07-01
2074,Romania,RON,14.5,4.4761,2023-07-01
2075,Saudi Arabia,SAR,19.0,3.7516,2023-07-01
2076,Singapore,SGD,6.45,1.3278,2023-07-01
2077,Slovakia,EUR,4.3,0.90699,2023-07-01
2078,Slovenia,EUR,3.6,0.90699,2023-07-01
2079,Sweden,SEK,60.27,10.5075,2023-07-01
2080,Thailand,THB,128.0,34.22875,2023-07-01
2081,Turkey,TRY,95.0,26.92675,2023-07-01
2082,Taiwan,TWD,75.0,31.4265,2023-07-01
2083,Ukraine,UAH,105.0,36.93145,2023-07-01
2084,Uruguay,UYU,259.0,37.765,2023-07-01
2085,United States,USD,5.58,1.0,2023-07-01
2086,Vietnam,VND,74000.0,23687.5,2023-07-01
2087,South Africa,ZAR,49.9,17.78375,2023-07-01
